rtl_file,logic_depth,avg_fan_in,avg_fan_out,predicted_logic_depth,timing_violation
17637.v,1,0.0,0.0,1.4763647963323492,False
17638.v,1,0.0,0.0,1.4763647963323492,False
17639.v,1,0.0,0.0,1.4763647963323492,False
1764.v,1,0.0,0.0,1.4763647963323492,False
17640.v,1,0.0,0.0,1.4763647963323492,False
17641.v,1,0.0,0.0,1.4763647963323492,False
17642.v,1,0.0,0.0,1.4763647963323492,False
17643.v,1,0.0,0.0,1.4763647963323492,False
17644.v,1,0.0,0.0,1.4763647963323492,False
17645.v,1,0.0,0.0,1.4763647963323492,False
17648.v,1,0.0,0.0,1.4763647963323492,False
17649.v,1,0.0,0.0,1.4763647963323492,False
1765.v,1,0.0,0.0,1.4763647963323492,False
17650.v,1,0.0,0.0,1.4763647963323492,False
17653.v,1,0.0,0.0,1.4763647963323492,False
17654.v,1,0.0,0.0,1.4763647963323492,False
17655.v,1,0.0,0.0,1.4763647963323492,False
17656.v,1,0.0,0.0,1.4763647963323492,False
17657.v,1,0.0,0.0,1.4763647963323492,False
17658.v,1,0.0,0.0,1.4763647963323492,False
17660.v,1,0.0,0.0,1.4763647963323492,False
17661.v,2,5.0,2.5,1.9872723310003388,False
17663.v,1,0.0,0.0,1.4763647963323492,False
17664.v,1,0.0,0.0,1.4763647963323492,False
17665.v,1,0.0,0.0,1.4763647963323492,False
17667.v,1,0.0,0.0,1.4763647963323492,False
17668.v,1,0.0,0.0,1.4763647963323492,False
17669.v,1,0.0,0.0,1.4763647963323492,False
17671.v,4,5.166666666666667,2.1818181818181817,2.0488133432381272,False
17672.v,1,0.0,0.0,1.4763647963323492,False
17673.v,1,0.0,0.0,1.4763647963323492,False
17674.v,1,0.0,0.0,1.4763647963323492,False
17675.v,1,0.0,0.0,1.4763647963323492,False
17677.v,1,0.0,0.0,1.4763647963323492,False
17678.v,1,0.0,0.0,1.4763647963323492,False
17679.v,1,0.0,0.0,1.4763647963323492,False
1768.v,1,0.0,0.0,1.4763647963323492,False
17680.v,1,0.0,0.0,1.4763647963323492,False
17681.v,1,0.0,0.0,1.4763647963323492,False
17682.v,1,0.0,0.0,1.4763647963323492,False
17683.v,1,0.0,0.0,1.4763647963323492,False
17684.v,1,0.0,0.0,1.4763647963323492,False
17685.v,1,0.0,0.0,1.4763647963323492,False
17687.v,1,0.0,0.0,1.4763647963323492,False
17689.v,1,0.0,0.0,1.4763647963323492,False
1769.v,1,0.0,0.0,1.4763647963323492,False
17690.v,1,0.0,0.0,1.4763647963323492,False
17691.v,1,0.0,0.0,1.4763647963323492,False
17693.v,1,0.0,0.0,1.4763647963323492,False
17695.v,1,0.0,0.0,1.4763647963323492,False
17697.v,1,0.0,0.0,1.4763647963323492,False
17698.v,1,0.0,0.0,1.4763647963323492,False
1770.v,1,0.0,0.0,1.4763647963323492,False
17701.v,1,0.0,0.0,1.4763647963323492,False
17702.v,1,0.0,0.0,1.4763647963323492,False
17703.v,1,0.0,0.0,1.4763647963323492,False
17704.v,1,0.0,0.0,1.4763647963323492,False
17706.v,1,0.0,0.0,1.4763647963323492,False
17707.v,1,0.0,0.0,1.4763647963323492,False
17708.v,1,0.0,0.0,1.4763647963323492,False
17709.v,1,0.0,0.0,1.4763647963323492,False
17710.v,1,0.0,0.0,1.4763647963323492,False
17711.v,1,0.0,0.0,1.4763647963323492,False
17712.v,1,0.0,0.0,1.4763647963323492,False
17713.v,1,0.0,0.0,1.4763647963323492,False
17715.v,1,0.0,0.0,1.4763647963323492,False
17717.v,1,0.0,0.0,1.4763647963323492,False
17718.v,1,0.0,0.0,1.4763647963323492,False
1772.v,1,0.0,0.0,1.4763647963323492,False
17720.v,1,0.0,0.0,1.4763647963323492,False
17724.v,1,0.0,0.0,1.4763647963323492,False
17727.v,1,0.0,0.0,1.4763647963323492,False
17728.v,1,0.0,0.0,1.4763647963323492,False
17729.v,1,0.0,0.0,1.4763647963323492,False
1773.v,1,0.0,0.0,1.4763647963323492,False
17730.v,1,0.0,0.0,1.4763647963323492,False
17731.v,1,0.0,0.0,1.4763647963323492,False
17732.v,1,0.0,0.0,1.4763647963323492,False
17733.v,1,0.0,0.0,1.4763647963323492,False
17734.v,1,0.0,0.0,1.4763647963323492,False
17735.v,1,0.0,0.0,1.4763647963323492,False
17737.v,1,0.0,0.0,1.4763647963323492,False
17738.v,1,0.0,0.0,1.4763647963323492,False
17739.v,1,0.0,0.0,1.4763647963323492,False
1774.v,1,0.0,0.0,1.4763647963323492,False
17740.v,1,0.0,0.0,1.4763647963323492,False
17741.v,1,0.0,0.0,1.4763647963323492,False
17746.v,1,0.0,0.0,1.4763647963323492,False
1775.v,1,0.0,0.0,1.4763647963323492,False
17750.v,1,0.0,0.0,1.4763647963323492,False
17752.v,1,0.0,0.0,1.4763647963323492,False
17753.v,1,0.0,0.0,1.4763647963323492,False
17754.v,1,0.0,0.0,1.4763647963323492,False
17755.v,1,0.0,0.0,1.4763647963323492,False
17756.v,1,0.0,0.0,1.4763647963323492,False
17758.v,1,0.0,0.0,1.4763647963323492,False
17759.v,1,0.0,0.0,1.4763647963323492,False
1776.v,1,0.0,0.0,1.4763647963323492,False
17760.v,1,0.0,0.0,1.4763647963323492,False
17762.v,1,0.0,0.0,1.4763647963323492,False
17766.v,1,0.0,0.0,1.4763647963323492,False
17769.v,1,0.0,0.0,1.4763647963323492,False
1777.v,1,0.0,0.0,1.4763647963323492,False
17770.v,1,0.0,0.0,1.4763647963323492,False
17771.v,1,0.0,0.0,1.4763647963323492,False
17772.v,1,0.0,0.0,1.4763647963323492,False
17774.v,1,0.0,0.0,1.4763647963323492,False
17775.v,1,0.0,0.0,1.4763647963323492,False
17776.v,1,0.0,0.0,1.4763647963323492,False
17777.v,3,5.0,1.9285714285714288,2.0041200099047938,False
17778.v,1,0.0,0.0,1.4763647963323492,False
1778.v,1,0.0,0.0,1.4763647963323492,False
17781.v,1,0.0,0.0,1.4763647963323492,False
17782.v,1,0.0,0.0,1.4763647963323492,False
17783.v,1,0.0,0.0,1.4763647963323492,False
17784.v,1,0.0,0.0,1.4763647963323492,False
17786.v,1,0.0,0.0,1.4763647963323492,False
17787.v,1,0.0,0.0,1.4763647963323492,False
17788.v,1,0.0,0.0,1.4763647963323492,False
17789.v,1,0.0,0.0,1.4763647963323492,False
1779.v,1,0.0,0.0,1.4763647963323492,False
17790.v,1,0.0,0.0,1.4763647963323492,False
17791.v,1,0.0,0.0,1.4763647963323492,False
17792.v,1,0.0,0.0,1.4763647963323492,False
17794.v,1,0.0,0.0,1.4763647963323492,False
17795.v,1,0.0,0.0,1.4763647963323492,False
17796.v,1,0.0,0.0,1.4763647963323492,False
17797.v,1,0.0,0.0,1.4763647963323492,False
17799.v,1,0.0,0.0,1.4763647963323492,False
178.v,1,0.0,0.0,1.4763647963323492,False
1780.v,1,0.0,0.0,1.4763647963323492,False
17802.v,1,0.0,0.0,1.4763647963323492,False
17803.v,1,0.0,0.0,1.4763647963323492,False
17804.v,1,0.0,0.0,1.4763647963323492,False
17805.v,1,0.0,0.0,1.4763647963323492,False
17806.v,1,0.0,0.0,1.4763647963323492,False
17807.v,1,0.0,0.0,1.4763647963323492,False
17808.v,1,0.0,0.0,1.4763647963323492,False
17809.v,1,0.0,0.0,1.4763647963323492,False
1781.v,1,0.0,0.0,1.4763647963323492,False
17810.v,1,0.0,0.0,1.4763647963323492,False
17811.v,1,0.0,0.0,1.4763647963323492,False
17812.v,1,0.0,0.0,1.4763647963323492,False
17813.v,1,0.0,0.0,1.4763647963323492,False
17814.v,1,0.0,0.0,1.4763647963323492,False
17815.v,1,0.0,0.0,1.4763647963323492,False
17817.v,3,5.5,1.2222222222222223,2.2306969980784426,False
1782.v,1,0.0,0.0,1.4763647963323492,False
17820.v,1,0.0,0.0,1.4763647963323492,False
17822.v,1,0.0,0.0,1.4763647963323492,False
17823.v,1,0.0,0.0,1.4763647963323492,False
17824.v,1,0.0,0.0,1.4763647963323492,False
17826.v,1,0.0,0.0,1.4763647963323492,False
17827.v,1,0.0,0.0,1.4763647963323492,False
17828.v,1,0.0,0.0,1.4763647963323492,False
1783.v,1,0.0,0.0,1.4763647963323492,False
17830.v,1,0.0,0.0,1.4763647963323492,False
17831.v,1,0.0,0.0,1.4763647963323492,False
17832.v,1,0.0,0.0,1.4763647963323492,False
17833.v,1,0.0,0.0,1.4763647963323492,False
17834.v,2,5.0,2.5,1.9872723310003388,False
17835.v,1,0.0,0.0,1.4763647963323492,False
17837.v,1,0.0,0.0,1.4763647963323492,False
17838.v,1,0.0,0.0,1.4763647963323492,False
17839.v,1,0.0,0.0,1.4763647963323492,False
1784.v,1,0.0,0.0,1.4763647963323492,False
17840.v,1,0.0,0.0,1.4763647963323492,False
17842.v,1,0.0,0.0,1.4763647963323492,False
17844.v,1,0.0,0.0,1.4763647963323492,False
17846.v,1,0.0,0.0,1.4763647963323492,False
17847.v,1,0.0,0.0,1.4763647963323492,False
17848.v,1,0.0,0.0,1.4763647963323492,False
17851.v,1,0.0,0.0,1.4763647963323492,False
17852.v,1,0.0,0.0,1.4763647963323492,False
17853.v,1,0.0,0.0,1.4763647963323492,False
17854.v,1,0.0,0.0,1.4763647963323492,False
17855.v,1,0.0,0.0,1.4763647963323492,False
17857.v,1,0.0,0.0,1.4763647963323492,False
17859.v,1,0.0,0.0,1.4763647963323492,False
1786.v,1,0.0,0.0,1.4763647963323492,False
17860.v,1,0.0,0.0,1.4763647963323492,False
17862.v,1,0.0,0.0,1.4763647963323492,False
17863.v,1,0.0,0.0,1.4763647963323492,False
17864.v,1,0.0,0.0,1.4763647963323492,False
17867.v,1,0.0,0.0,1.4763647963323492,False
17868.v,1,0.0,0.0,1.4763647963323492,False
17870.v,1,0.0,0.0,1.4763647963323492,False
17871.v,1,0.0,0.0,1.4763647963323492,False
17872.v,1,0.0,0.0,1.4763647963323492,False
17873.v,1,0.0,0.0,1.4763647963323492,False
17875.v,1,0.0,0.0,1.4763647963323492,False
17876.v,1,0.0,0.0,1.4763647963323492,False
17877.v,1,0.0,0.0,1.4763647963323492,False
17878.v,1,0.0,0.0,1.4763647963323492,False
17881.v,1,0.0,0.0,1.4763647963323492,False
17882.v,1,0.0,0.0,1.4763647963323492,False
17883.v,1,0.0,0.0,1.4763647963323492,False
17884.v,1,0.0,0.0,1.4763647963323492,False
17885.v,1,0.0,0.0,1.4763647963323492,False
17886.v,1,0.0,0.0,1.4763647963323492,False
17887.v,1,0.0,0.0,1.4763647963323492,False
1789.v,1,0.0,0.0,1.4763647963323492,False
17891.v,1,0.0,0.0,1.4763647963323492,False
17892.v,1,0.0,0.0,1.4763647963323492,False
17893.v,1,0.0,0.0,1.4763647963323492,False
17894.v,1,0.0,0.0,1.4763647963323492,False
17897.v,1,0.0,0.0,1.4763647963323492,False
17898.v,1,0.0,0.0,1.4763647963323492,False
17899.v,1,0.0,0.0,1.4763647963323492,False
179.v,1,0.0,0.0,1.4763647963323492,False
17900.v,1,0.0,0.0,1.4763647963323492,False
17901.v,1,0.0,0.0,1.4763647963323492,False
17902.v,1,0.0,0.0,1.4763647963323492,False
17903.v,1,0.0,0.0,1.4763647963323492,False
17906.v,1,0.0,0.0,1.4763647963323492,False
17907.v,1,0.0,0.0,1.4763647963323492,False
17908.v,1,0.0,0.0,1.4763647963323492,False
17910.v,1,0.0,0.0,1.4763647963323492,False
17911.v,1,0.0,0.0,1.4763647963323492,False
17912.v,1,0.0,0.0,1.4763647963323492,False
17913.v,1,0.0,0.0,1.4763647963323492,False
17914.v,1,0.0,0.0,1.4763647963323492,False
17916.v,1,0.0,0.0,1.4763647963323492,False
17917.v,3,3.333333333333333,2.6666666666666665,2.0180476234909537,False
17918.v,1,0.0,0.0,1.4763647963323492,False
17919.v,1,0.0,0.0,1.4763647963323492,False
1792.v,1,0.0,0.0,1.4763647963323492,False
17921.v,1,0.0,0.0,1.4763647963323492,False
17922.v,1,0.0,0.0,1.4763647963323492,False
17923.v,1,0.0,0.0,1.4763647963323492,False
17924.v,1,0.0,0.0,1.4763647963323492,False
17925.v,1,0.0,0.0,1.4763647963323492,False
17927.v,1,0.0,0.0,1.4763647963323492,False
17928.v,1,0.0,0.0,1.4763647963323492,False
17931.v,1,0.0,0.0,1.4763647963323492,False
17932.v,1,0.0,0.0,1.4763647963323492,False
17934.v,1,0.0,0.0,1.4763647963323492,False
17935.v,1,0.0,0.0,1.4763647963323492,False
17936.v,1,0.0,0.0,1.4763647963323492,False
17937.v,1,0.0,0.0,1.4763647963323492,False
17938.v,1,0.0,0.0,1.4763647963323492,False
1794.v,1,0.0,0.0,1.4763647963323492,False
17940.v,1,0.0,0.0,1.4763647963323492,False
17941.v,1,0.0,0.0,1.4763647963323492,False
17943.v,1,0.0,0.0,1.4763647963323492,False
17944.v,1,0.0,0.0,1.4763647963323492,False
17946.v,1,0.0,0.0,1.4763647963323492,False
17948.v,1,0.0,0.0,1.4763647963323492,False
17949.v,1,0.0,0.0,1.4763647963323492,False
17950.v,1,0.0,0.0,1.4763647963323492,False
17951.v,1,0.0,0.0,1.4763647963323492,False
17952.v,2,2.0,3.0,2.1820805135915693,False
17953.v,1,0.0,0.0,1.4763647963323492,False
17954.v,1,0.0,0.0,1.4763647963323492,False
17955.v,1,0.0,0.0,1.4763647963323492,False
17956.v,3,4.5,1.2857142857142858,2.308192512009722,False
17959.v,1,0.0,0.0,1.4763647963323492,False
1796.v,1,0.0,0.0,1.4763647963323492,False
17960.v,1,0.0,0.0,1.4763647963323492,False
17962.v,1,0.0,0.0,1.4763647963323492,False
17964.v,1,0.0,0.0,1.4763647963323492,False
17965.v,1,0.0,0.0,1.4763647963323492,False
17966.v,1,0.0,0.0,1.4763647963323492,False
17967.v,1,0.0,0.0,1.4763647963323492,False
17968.v,1,0.0,0.0,1.4763647963323492,False
17969.v,1,0.0,0.0,1.4763647963323492,False
1797.v,1,0.0,0.0,1.4763647963323492,False
17970.v,1,0.0,0.0,1.4763647963323492,False
17972.v,1,0.0,0.0,1.4763647963323492,False
17973.v,1,0.0,0.0,1.4763647963323492,False
17974.v,1,0.0,0.0,1.4763647963323492,False
17976.v,1,0.0,0.0,1.4763647963323492,False
1798.v,1,0.0,0.0,1.4763647963323492,False
17980.v,1,0.0,0.0,1.4763647963323492,False
17981.v,1,0.0,0.0,1.4763647963323492,False
17982.v,1,0.0,0.0,1.4763647963323492,False
17984.v,1,0.0,0.0,1.4763647963323492,False
17985.v,1,0.0,0.0,1.4763647963323492,False
17986.v,1,0.0,0.0,1.4763647963323492,False
17987.v,1,0.0,0.0,1.4763647963323492,False
17988.v,1,0.0,0.0,1.4763647963323492,False
1799.v,1,0.0,0.0,1.4763647963323492,False
17990.v,1,0.0,0.0,1.4763647963323492,False
17991.v,1,0.0,0.0,1.4763647963323492,False
17993.v,1,0.0,0.0,1.4763647963323492,False
17994.v,1,0.0,0.0,1.4763647963323492,False
17995.v,1,0.0,0.0,1.4763647963323492,False
17996.v,1,0.0,0.0,1.4763647963323492,False
17997.v,1,0.0,0.0,1.4763647963323492,False
17998.v,1,0.0,0.0,1.4763647963323492,False
18.v,1,0.0,0.0,1.4763647963323492,False
180.v,1,0.0,0.0,1.4763647963323492,False
1800.v,1,0.0,0.0,1.4763647963323492,False
18000.v,1,0.0,0.0,1.4763647963323492,False
18001.v,1,0.0,0.0,1.4763647963323492,False
18003.v,1,0.0,0.0,1.4763647963323492,False
18004.v,1,0.0,0.0,1.4763647963323492,False
18005.v,1,0.0,0.0,1.4763647963323492,False
18006.v,1,0.0,0.0,1.4763647963323492,False
18007.v,1,0.0,0.0,1.4763647963323492,False
18009.v,1,0.0,0.0,1.4763647963323492,False
1801.v,1,0.0,0.0,1.4763647963323492,False
18010.v,1,0.0,0.0,1.4763647963323492,False
18011.v,1,0.0,0.0,1.4763647963323492,False
18012.v,1,0.0,0.0,1.4763647963323492,False
18013.v,1,0.0,0.0,1.4763647963323492,False
18015.v,1,0.0,0.0,1.4763647963323492,False
18017.v,1,0.0,0.0,1.4763647963323492,False
18019.v,1,0.0,0.0,1.4763647963323492,False
18020.v,1,0.0,0.0,1.4763647963323492,False
18021.v,1,0.0,0.0,1.4763647963323492,False
18025.v,1,0.0,0.0,1.4763647963323492,False
18027.v,1,0.0,0.0,1.4763647963323492,False
18028.v,1,0.0,0.0,1.4763647963323492,False
1803.v,1,0.0,0.0,1.4763647963323492,False
18030.v,1,0.0,0.0,1.4763647963323492,False
18031.v,1,0.0,0.0,1.4763647963323492,False
18032.v,1,0.0,0.0,1.4763647963323492,False
18034.v,1,0.0,0.0,1.4763647963323492,False
18035.v,1,0.0,0.0,1.4763647963323492,False
18036.v,1,0.0,0.0,1.4763647963323492,False
18037.v,3,6.5,1.181818181818182,2.2376420825370533,False
18038.v,1,0.0,0.0,1.4763647963323492,False
18040.v,1,0.0,0.0,1.4763647963323492,False
18041.v,1,0.0,0.0,1.4763647963323492,False
18042.v,1,0.0,0.0,1.4763647963323492,False
18043.v,1,0.0,0.0,1.4763647963323492,False
18044.v,1,0.0,0.0,1.4763647963323492,False
18045.v,1,0.0,0.0,1.4763647963323492,False
18046.v,1,0.0,0.0,1.4763647963323492,False
18047.v,1,0.0,0.0,1.4763647963323492,False
18048.v,1,0.0,0.0,1.4763647963323492,False
18051.v,1,0.0,0.0,1.4763647963323492,False
18052.v,1,0.0,0.0,1.4763647963323492,False
18053.v,1,0.0,0.0,1.4763647963323492,False
18054.v,1,0.0,0.0,1.4763647963323492,False
18055.v,1,0.0,0.0,1.4763647963323492,False
18056.v,1,0.0,0.0,1.4763647963323492,False
18057.v,1,0.0,0.0,1.4763647963323492,False
18060.v,1,0.0,0.0,1.4763647963323492,False
18061.v,1,0.0,0.0,1.4763647963323492,False
18062.v,1,0.0,0.0,1.4763647963323492,False
18063.v,1,0.0,0.0,1.4763647963323492,False
18064.v,1,0.0,0.0,1.4763647963323492,False
18065.v,1,0.0,0.0,1.4763647963323492,False
18066.v,1,0.0,0.0,1.4763647963323492,False
18067.v,1,0.0,0.0,1.4763647963323492,False
18069.v,1,0.0,0.0,1.4763647963323492,False
1807.v,1,0.0,0.0,1.4763647963323492,False
18071.v,1,0.0,0.0,1.4763647963323492,False
18072.v,1,0.0,0.0,1.4763647963323492,False
18074.v,1,0.0,0.0,1.4763647963323492,False
18076.v,1,0.0,0.0,1.4763647963323492,False
18077.v,1,0.0,0.0,1.4763647963323492,False
18079.v,1,0.0,0.0,1.4763647963323492,False
18080.v,1,0.0,0.0,1.4763647963323492,False
18081.v,1,0.0,0.0,1.4763647963323492,False
18082.v,1,0.0,0.0,1.4763647963323492,False
18085.v,1,0.0,0.0,1.4763647963323492,False
18086.v,1,0.0,0.0,1.4763647963323492,False
18088.v,1,0.0,0.0,1.4763647963323492,False
18089.v,1,0.0,0.0,1.4763647963323492,False
1809.v,1,0.0,0.0,1.4763647963323492,False
18090.v,1,0.0,0.0,1.4763647963323492,False
18091.v,1,0.0,0.0,1.4763647963323492,False
18093.v,1,0.0,0.0,1.4763647963323492,False
18094.v,1,0.0,0.0,1.4763647963323492,False
18095.v,1,0.0,0.0,1.4763647963323492,False
18096.v,1,0.0,0.0,1.4763647963323492,False
18098.v,1,0.0,0.0,1.4763647963323492,False
181.v,1,0.0,0.0,1.4763647963323492,False
1810.v,1,0.0,0.0,1.4763647963323492,False
18100.v,1,0.0,0.0,1.4763647963323492,False
18101.v,1,0.0,0.0,1.4763647963323492,False
18102.v,1,0.0,0.0,1.4763647963323492,False
18103.v,1,0.0,0.0,1.4763647963323492,False
18104.v,1,0.0,0.0,1.4763647963323492,False
18105.v,1,0.0,0.0,1.4763647963323492,False
18106.v,1,0.0,0.0,1.4763647963323492,False
18107.v,1,0.0,0.0,1.4763647963323492,False
1811.v,1,0.0,0.0,1.4763647963323492,False
18110.v,1,0.0,0.0,1.4763647963323492,False
18111.v,1,0.0,0.0,1.4763647963323492,False
18112.v,1,0.0,0.0,1.4763647963323492,False
18113.v,1,0.0,0.0,1.4763647963323492,False
18114.v,1,0.0,0.0,1.4763647963323492,False
18115.v,1,0.0,0.0,1.4763647963323492,False
18116.v,1,0.0,0.0,1.4763647963323492,False
18117.v,1,0.0,0.0,1.4763647963323492,False
18118.v,1,0.0,0.0,1.4763647963323492,False
18119.v,1,0.0,0.0,1.4763647963323492,False
1812.v,1,0.0,0.0,1.4763647963323492,False
18120.v,1,0.0,0.0,1.4763647963323492,False
18122.v,1,0.0,0.0,1.4763647963323492,False
18123.v,1,0.0,0.0,1.4763647963323492,False
18124.v,1,0.0,0.0,1.4763647963323492,False
18126.v,1,0.0,0.0,1.4763647963323492,False
18128.v,3,5.0,1.9285714285714288,2.0041200099047938,False
18129.v,1,0.0,0.0,1.4763647963323492,False
1813.v,1,0.0,0.0,1.4763647963323492,False
18131.v,1,0.0,0.0,1.4763647963323492,False
18133.v,1,0.0,0.0,1.4763647963323492,False
18135.v,1,0.0,0.0,1.4763647963323492,False
18136.v,1,0.0,0.0,1.4763647963323492,False
18137.v,1,0.0,0.0,1.4763647963323492,False
18138.v,1,0.0,0.0,1.4763647963323492,False
1814.v,1,0.0,0.0,1.4763647963323492,False
18140.v,1,0.0,0.0,1.4763647963323492,False
18142.v,1,0.0,0.0,1.4763647963323492,False
18143.v,1,0.0,0.0,1.4763647963323492,False
18145.v,1,0.0,0.0,1.4763647963323492,False
18146.v,1,0.0,0.0,1.4763647963323492,False
18147.v,1,0.0,0.0,1.4763647963323492,False
18148.v,1,0.0,0.0,1.4763647963323492,False
18150.v,1,0.0,0.0,1.4763647963323492,False
18151.v,1,0.0,0.0,1.4763647963323492,False
18152.v,1,0.0,0.0,1.4763647963323492,False
18154.v,1,0.0,0.0,1.4763647963323492,False
18155.v,1,0.0,0.0,1.4763647963323492,False
18157.v,1,0.0,0.0,1.4763647963323492,False
18158.v,1,0.0,0.0,1.4763647963323492,False
18159.v,1,0.0,0.0,1.4763647963323492,False
18161.v,1,0.0,0.0,1.4763647963323492,False
18162.v,1,0.0,0.0,1.4763647963323492,False
18163.v,1,0.0,0.0,1.4763647963323492,False
18165.v,1,0.0,0.0,1.4763647963323492,False
18166.v,1,0.0,0.0,1.4763647963323492,False
18169.v,1,0.0,0.0,1.4763647963323492,False
1817.v,1,0.0,0.0,1.4763647963323492,False
18171.v,1,0.0,0.0,1.4763647963323492,False
18172.v,1,0.0,0.0,1.4763647963323492,False
18174.v,1,0.0,0.0,1.4763647963323492,False
18175.v,1,6.0,2.111111111111111,2.0290697534945377,False
18176.v,1,0.0,0.0,1.4763647963323492,False
18177.v,1,0.0,0.0,1.4763647963323492,False
1818.v,1,0.0,0.0,1.4763647963323492,False
18180.v,1,0.0,0.0,1.4763647963323492,False
18181.v,1,0.0,0.0,1.4763647963323492,False
18183.v,1,0.0,0.0,1.4763647963323492,False
18184.v,1,0.0,0.0,1.4763647963323492,False
18185.v,1,0.0,0.0,1.4763647963323492,False
18187.v,1,0.0,0.0,1.4763647963323492,False
18188.v,1,0.0,0.0,1.4763647963323492,False
18191.v,1,0.0,0.0,1.4763647963323492,False
18193.v,1,0.0,0.0,1.4763647963323492,False
18194.v,1,0.0,0.0,1.4763647963323492,False
18195.v,1,0.0,0.0,1.4763647963323492,False
18196.v,1,0.0,0.0,1.4763647963323492,False
18197.v,1,0.0,0.0,1.4763647963323492,False
18199.v,1,0.0,0.0,1.4763647963323492,False
182.v,1,0.0,0.0,1.4763647963323492,False
1820.v,1,0.0,0.0,1.4763647963323492,False
18200.v,1,0.0,0.0,1.4763647963323492,False
18201.v,1,0.0,0.0,1.4763647963323492,False
18202.v,1,0.0,0.0,1.4763647963323492,False
18203.v,1,0.0,0.0,1.4763647963323492,False
18204.v,1,0.0,0.0,1.4763647963323492,False
18205.v,1,0.0,0.0,1.4763647963323492,False
18207.v,1,0.0,0.0,1.4763647963323492,False
18208.v,1,0.0,0.0,1.4763647963323492,False
1821.v,1,0.0,0.0,1.4763647963323492,False
18210.v,1,0.0,0.0,1.4763647963323492,False
18211.v,1,0.0,0.0,1.4763647963323492,False
18213.v,1,0.0,0.0,1.4763647963323492,False
18215.v,1,0.0,0.0,1.4763647963323492,False
18217.v,1,0.0,0.0,1.4763647963323492,False
18219.v,1,0.0,0.0,1.4763647963323492,False
1822.v,1,0.0,0.0,1.4763647963323492,False
18220.v,1,0.0,0.0,1.4763647963323492,False
18221.v,1,0.0,0.0,1.4763647963323492,False
18224.v,1,0.0,0.0,1.4763647963323492,False
18225.v,1,0.0,0.0,1.4763647963323492,False
18228.v,1,0.0,0.0,1.4763647963323492,False
1823.v,1,0.0,0.0,1.4763647963323492,False
18230.v,1,0.0,0.0,1.4763647963323492,False
18231.v,2,3.5,1.4285714285714286,3.360865482181989,False
18232.v,1,0.0,0.0,1.4763647963323492,False
18233.v,1,0.0,0.0,1.4763647963323492,False
18234.v,1,0.0,0.0,1.4763647963323492,False
18235.v,1,0.0,0.0,1.4763647963323492,False
18237.v,1,0.0,0.0,1.4763647963323492,False
18238.v,1,0.0,0.0,1.4763647963323492,False
18239.v,1,0.0,0.0,1.4763647963323492,False
1824.v,1,0.0,0.0,1.4763647963323492,False
18240.v,1,0.0,0.0,1.4763647963323492,False
18241.v,1,0.0,0.0,1.4763647963323492,False
18245.v,1,0.0,0.0,1.4763647963323492,False
18246.v,1,0.0,0.0,1.4763647963323492,False
18248.v,1,0.0,0.0,1.4763647963323492,False
18249.v,1,0.0,0.0,1.4763647963323492,False
18250.v,1,0.0,0.0,1.4763647963323492,False
18251.v,1,0.0,0.0,1.4763647963323492,False
18252.v,1,0.0,0.0,1.4763647963323492,False
18255.v,1,0.0,0.0,1.4763647963323492,False
18257.v,1,0.0,0.0,1.4763647963323492,False
18260.v,1,0.0,0.0,1.4763647963323492,False
18262.v,1,0.0,0.0,1.4763647963323492,False
18263.v,1,0.0,0.0,1.4763647963323492,False
18265.v,1,0.0,0.0,1.4763647963323492,False
18267.v,1,0.0,0.0,1.4763647963323492,False
18268.v,1,0.0,0.0,1.4763647963323492,False
18269.v,1,0.0,0.0,1.4763647963323492,False
1827.v,1,0.0,0.0,1.4763647963323492,False
18270.v,1,0.0,0.0,1.4763647963323492,False
18271.v,1,0.0,0.0,1.4763647963323492,False
18272.v,1,0.0,0.0,1.4763647963323492,False
18275.v,1,0.0,0.0,1.4763647963323492,False
18276.v,1,0.0,0.0,1.4763647963323492,False
18278.v,1,0.0,0.0,1.4763647963323492,False
18279.v,1,0.0,0.0,1.4763647963323492,False
18280.v,1,0.0,0.0,1.4763647963323492,False
18281.v,1,0.0,0.0,1.4763647963323492,False
18283.v,1,0.0,0.0,1.4763647963323492,False
18284.v,1,0.0,0.0,1.4763647963323492,False
18285.v,1,0.0,0.0,1.4763647963323492,False
18286.v,1,0.0,0.0,1.4763647963323492,False
18287.v,1,0.0,0.0,1.4763647963323492,False
18289.v,1,0.0,0.0,1.4763647963323492,False
1829.v,1,0.0,0.0,1.4763647963323492,False
18290.v,1,0.0,0.0,1.4763647963323492,False
18292.v,1,0.0,0.0,1.4763647963323492,False
18293.v,1,0.0,0.0,1.4763647963323492,False
18295.v,1,0.0,0.0,1.4763647963323492,False
18297.v,1,0.0,0.0,1.4763647963323492,False
18298.v,1,0.0,0.0,1.4763647963323492,False
18299.v,1,0.0,0.0,1.4763647963323492,False
183.v,1,0.0,0.0,1.4763647963323492,False
1830.v,1,0.0,0.0,1.4763647963323492,False
18300.v,1,0.0,0.0,1.4763647963323492,False
18301.v,1,0.0,0.0,1.4763647963323492,False
18302.v,1,0.0,0.0,1.4763647963323492,False
18303.v,1,0.0,0.0,1.4763647963323492,False
18306.v,1,0.0,0.0,1.4763647963323492,False
18307.v,1,0.0,0.0,1.4763647963323492,False
18309.v,1,0.0,0.0,1.4763647963323492,False
